;siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement;denomination;FJ
1363;572002186;;2017.0;1 000 à 1 999 salariés;42.0;"ENTREPRISE GENERALE DE NETTOYAGE ""ARCADE""";nan
1364;572008498;;2017.0;500 à 999 salariés;41.0;HOPITAL PRIVE JACQUES CARTIER;nan
1365;572025526;;2017.0;500 à 999 salariés;41.0;VEOLIA EAU - COMPAGNIE GENERALE DES EAUX;nan
1366;572028041;;2017.0;1 000 à 1 999 salariés;42.0;DELOITTE & ASSOCIES;nan
1367;572028660;;2017.0;500 à 999 salariés;41.0;KEOLIS CAEN;nan
1368;572043800;;2017.0;500 à 999 salariés;41.0;nan;nan
1369;572047751;;2017.0;500 à 999 salariés;41.0;nan;nan
1370;572050169;;2017.0;500 à 999 salariés;41.0;LATECOERE;nan
1371;572053833;;2017.0;2 000 à 4 999 salariés;51.0;ENTREPRISE GUY CHALLANCIN;nan
1372;572059939;;2017.0;500 à 999 salariés;41.0;SIACI SAINT HONORÉ;nan
1373;572062594;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1374;572067684;;2017.0;1 000 à 1 999 salariés;42.0;ROBERT BOSCH (FRANCE) SAS;nan
1375;572078905;;2017.0;500 à 999 salariés;41.0;ERI;nan
1376;572093128;;2017.0;500 à 999 salariés;41.0;HOTEL PLAZA ATHENEE;nan
1377;572104891;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1378;572174415;;2017.0;500 à 999 salariés;41.0;MARSH SAS;nan
1379;572185684;EASY CLUB MED, CLUB AQUARIUS, CLUB JUNIOR, CLUB RENAISSANCE, CLUB MED BEAUTY, CLUB MEDITERRANNEE, CL;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1380;572219913;;2017.0;500 à 999 salariés;41.0;nan;nan
1381;572232650;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1382;574201919;;2017.0;500 à 999 salariés;41.0;CLINIQUE SAINT PIERRE;nan
1383;582008728;VALESTIS;2017.0;500 à 999 salariés;41.0;nan;nan
1384;582022265;;2017.0;500 à 999 salariés;41.0;GUERLAIN SOCIETE ANONYME;nan
1385;582056149;;2017.0;500 à 999 salariés;41.0;nan;nan
1386;582106985;;2017.0;500 à 999 salariés;41.0;SKF AEROENGINE FRANCE;nan
1387;582142816;;2017.0;500 à 999 salariés;41.0;FRANCE-HABITATION SOCIETE ANONYME D'HABITATIONS A LOYER MODE;nan
1388;583720644;;2017.0;500 à 999 salariés;41.0;LAITERIES H. TRIBALLAT;nan
1389;588505354;;2017.0;500 à 999 salariés;41.0;nan;nan
1390;590800215;;2017.0;1 000 à 1 999 salariés;42.0;MERIAL;nan
1391;592052302;;2017.0;500 à 999 salariés;41.0;KONE;nan
1392;592780043;;2017.0;500 à 999 salariés;41.0;CENTRE DISTRIBUTEUR ALIMENTAIRE DU SUD OUEST;nan
1393;599815073;;2017.0;500 à 999 salariés;41.0;AXENS;1126500000
1394;601650146;;2017.0;500 à 999 salariés;41.0;EURALIS GASTRONOMIE;nan
1395;602020737;;2017.0;500 à 999 salariés;41.0;ROCKWELL COLLINS FRANCE;nan
1396;602025538;;2017.0;500 à 999 salariés;41.0;VOLKSWAGEN GROUP FRANCE;nan
1397;602033185;;2017.0;500 à 999 salariés;41.0;ALE INTERNATIONAL;nan
1398;602036444;ACCOR;2017.0;500 à 999 salariés;41.0;nan;nan
1399;602052359;;2017.0;500 à 999 salariés;41.0;IN'LI;nan
1400;602060147;;2017.0;500 à 999 salariés;41.0;HACHETTE LIVRE;nan
1401;602062481;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1402;605520071;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1403;609849153;;2017.0;1 000 à 1 999 salariés;42.0;LILLY FRANCE;nan
1404;612030619;;2017.0;500 à 999 salariés;41.0;ETHICON;nan
1405;612034496;;2017.0;500 à 999 salariés;41.0;KANTAR;nan
1406;612035832;;2017.0;500 à 999 salariés;41.0;CHRISTIAN DIOR COUTURE;nan
1407;612039495;;2017.0;2 000 à 4 999 salariés;51.0;THALES AVS FRANCE SAS;nan
1408;622009918;;2017.0;500 à 999 salariés;41.0;AUTOLIV FRANCE;nan
1409;622028777;;2017.0;500 à 999 salariés;41.0;VORWERK FRANCE;nan
1410;622037083;;2017.0;500 à 999 salariés;41.0;RHODIA OPERATIONS;nan
1411;622044287;;2017.0;500 à 999 salariés;41.0;MERCEDES-BENZ FRANCE;nan
1412;622044501;;2017.0;500 à 999 salariés;41.0;JCDECAUX FRANCE;nan
1413;625780135;;2017.0;500 à 999 salariés;41.0;INOVYN FRANCE;nan
1414;630800084;;2017.0;500 à 999 salariés;41.0;SAFRAN POWER UNITS;nan
1415;632012100;"GARNIER; GEMEY PARIS MAYBELLINE NEW YORK; GARNIER MAYBELLINE";2017.0;1 000 à 1 999 salariés;42.0;L'OREAL;nan
1416;632013843;;2017.0;500 à 999 salariés;41.0;GRANT THORNTON;nan
1417;632049128;;2017.0;500 à 999 salariés;41.0;COLAS RAIL;nan
1418;632050019;;2017.0;500 à 999 salariés;41.0;SANEF;1902770000
1419;632050191;;2017.0;500 à 999 salariés;41.0;nan;nan
1420;639804384;;2017.0;500 à 999 salariés;41.0;ZODIAC AEROTECHNICS;nan
1421;642007991;;2017.0;500 à 999 salariés;41.0;SOCIETE COOPERATIVE GROUPEMENTS D ACHATS DES CENTRES LECLERC;4932140000
1422;642041362;;2017.0;500 à 999 salariés;41.0;LABORATOIRE GLAXOSMITHKLINE;nan
1423;642044366;CHEQUE CADHOC-REV&SENS-CHEQUE DOMICILIE-UP-LECHEQUE DEJEUNER;2017.0;500 à 999 salariés;41.0;nan;nan
1424;642058739;;2017.0;500 à 999 salariés;41.0;BULL SAS;nan
1425;644800161;;2017.0;500 à 999 salariés;41.0;PLASTIQUES DU VAL DE LOIRE;658919000
1426;645680026;;2017.0;500 à 999 salariés;41.0;DELPEYRAT;nan
1427;652011404;;2017.0;500 à 999 salariés;41.0;ASPIROTECHNIQUE;nan
1428;652031857;;2017.0;500 à 999 salariés;41.0;HEWLETT-PACKARD FRANCE;nan
1429;652044827;;2017.0;500 à 999 salariés;41.0;MAGNETI MARELLI FRANCE;nan
1430;652044991;;2017.0;500 à 999 salariés;41.0;VALLOUREC TUBES FRANCE;nan
1431;662032234;;2017.0;1 000 à 1 999 salariés;42.0;SERVICE D'ENTRETIEN ET DE NETTOYAGE INDUSTRIEL SENI;nan
1432;662042449;HELLO BANK!;2017.0;2 000 à 4 999 salariés;51.0;BNP PARIBAS;nan
1433;662043116;;2017.0;1 000 à 1 999 salariés;42.0;OFFICE NATIONAL DES FORETS;710291000
1434;662043595;;2017.0;500 à 999 salariés;41.0;CONSTRUCTIONS INDUSTRIELLES DE LA MEDITERRANEE - CNIM;689769000
1435;662049287;;2017.0;1 000 à 1 999 salariés;42.0;SPIE NUCLÉAIRE;nan
1436;665580072;;2017.0;500 à 999 salariés;41.0;BONDUELLE EUROPE LONG LIFE;nan
1437;668502966;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1438;672006483;;2017.0;1 000 à 1 999 salariés;42.0;PRICEWATERHOUSECOOPERS AUDIT;nan
1439;672014081;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1440;672024155;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1441;673620399;BIOMERIEUX;2017.0;1 000 à 1 999 salariés;42.0;BIOMÉRIEUX;2421000000
1442;675580542;;2017.0;1 000 à 1 999 salariés;42.0;KUHN SOCIETE ANONYME;nan
1443;675980114;;2017.0;1 000 à 1 999 salariés;42.0;HAGER ELECTRO SA;nan
1444;676250111;;2017.0;500 à 999 salariés;41.0;VETOQUINOL SA;nan
1445;679801605;;2017.0;500 à 999 salariés;41.0;SERVICES AUTOMOBILES DE LA VALLEE DE CHEVREUSE SAVAC;nan
1446;682780150;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1447;691820385;;2017.0;500 à 999 salariés;41.0;nan;nan
1448;692015217;;2017.0;500 à 999 salariés;41.0;SAFRAN TRANSMISSION SYSTEMS;nan
1449;692021470;;2017.0;500 à 999 salariés;41.0;ETUDES ET PRODUCTIONS SCHLUMBERGER;nan
1450;692024722;;2017.0;500 à 999 salariés;41.0;nan;nan
1451;692029457;CA-LEASING FACTORING, EUROFACTOR;2017.0;500 à 999 salariés;41.0;nan;nan
1452;695480244;;2017.0;500 à 999 salariés;41.0;nan;nan
1453;696520410;;2017.0;500 à 999 salariés;41.0;HERMES SELLIER;nan
1454;698800935;;2017.0;1 000 à 1 999 salariés;42.0;BOMBARDIER TRANSPORT FRANCE S.A.S.;nan
1455;699201323;;2017.0;500 à 999 salariés;41.0;CENTRE HOSPITALIER PRIVE SAINT-GREGOIRE;nan
1456;700200983;;2017.0;500 à 999 salariés;41.0;ROYAL CANIN SAS;nan
1457;702002221;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1458;702012956;;2017.0;2 000 à 4 999 salariés;51.0;ALTRAN TECHNOLOGIES;2916420000
1459;702021114;;2017.0;500 à 999 salariés;41.0;DERICHEBOURG PROPRETE;nan
1460;702023433;;2017.0;1 000 à 1 999 salariés;42.0;MAUBEUGE CONSTRUCTION AUTOMOBILE M.C.A.;nan
1461;702034398;;2017.0;1 000 à 1 999 salariés;42.0;NESTLE WATERS SUPPLY SUD;nan
1462;702038464;DARPHIN - LABORATOIRES DAROLYS-ARTIVAL;2017.0;500 à 999 salariés;41.0;ELCO;nan
1463;702042755;;2017.0;2 000 à 4 999 salariés;51.0;CGI FRANCE;nan
1464;705580108;;2017.0;500 à 999 salariés;41.0;EURIAL ULTRA FRAIS;nan
1465;706580149;;2017.0;500 à 999 salariés;41.0;BAYER HEALTHCARE SAS;nan
1466;709200307;;2017.0;500 à 999 salariés;41.0;nan;nan
1467;709800015;FACILITESS;2017.0;500 à 999 salariés;41.0;FACILITESS;nan
1468;709806624;;2017.0;500 à 999 salariés;41.0;POLYREY;nan
1469;712002641;;2017.0;500 à 999 salariés;41.0;ISS LOGISTIQUE ET PRODUCTION;nan
1470;712009661;;2017.0;500 à 999 salariés;41.0;nan;nan
1471;712019538;;2017.0;1 000 à 1 999 salariés;42.0;SAFRAN LANDING SYSTEMS;nan
1472;712030154;;2017.0;500 à 999 salariés;41.0;nan;nan
1473;712042456;;2017.0;2 000 à 4 999 salariés;51.0;DASSAULT AVIATION;5119220000
1474;712052141;;2017.0;1 000 à 1 999 salariés;42.0;PENELOPE;nan
1475;712052612;;2017.0;500 à 999 salariés;41.0;FRANCE HANDLING;nan
1476;713002269;;2017.0;1 000 à 1 999 salariés;42.0;SANOFI-AVENTIS RECHERCHE & DEVELOPPEMENT;nan
1477;720801497;MILICAL;2017.0;500 à 999 salariés;41.0;NUTRITION ET SANTE;nan
1478;722000395;;2017.0;1 000 à 1 999 salariés;42.0;COMPAGNIE D'EXPLOITATION DES SERVICES AUXILIAIRES AERIENS (S;nan
1479;722003464;;2017.0;500 à 999 salariés;41.0;nan;nan
1480;722008232;;2017.0;500 à 999 salariés;41.0;MEDTRONIC FRANCE;nan
1481;722045879;TECHNICATOME;2017.0;500 à 999 salariés;41.0;SOCIÉTÉ TECHNIQUE POUR L'ENERGIE ATOMIQUE;nan
1482;722055738;;2017.0;500 à 999 salariés;41.0;nan;nan
1483;722057460;;2017.0;5 000 à 9 999 salariés;52.0;nan;nan
1484;722065638;;2017.0;500 à 999 salariés;41.0;TECH DATA FRANCE;nan
1485;723000642;;2017.0;500 à 999 salariés;41.0;nan;nan
1486;723001467;;2017.0;500 à 999 salariés;41.0;nan;nan
1487;732020805;EPARGNE ACTUELLE;2017.0;500 à 999 salariés;41.0;nan;nan
1488;732075312;ACCENTURE;2017.0;2 000 à 4 999 salariés;51.0;ACCENTURE;nan
1489;732980479;;2017.0;500 à 999 salariés;41.0;TRANSPORTS CHALAVAN ET DUC;109659000
1490;738205269;;2017.0;500 à 999 salariés;41.0;CANON FRANCE;nan
1491;745851303;;2017.0;1 000 à 1 999 salariés;42.0;GUILBERT PROPRETE;nan
1492;747252120;;2017.0;500 à 999 salariés;41.0;TSO;nan
1493;750775660;;2017.0;500 à 999 salariés;41.0;ABBVIE;nan
1494;752610147;;2017.0;500 à 999 salariés;41.0;nan;nan
1495;753108950;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1496;753188333;;2017.0;500 à 999 salariés;41.0;nan;nan
1497;753201268;;2017.0;500 à 999 salariés;41.0;nan;nan
1498;755501590;;2017.0;500 à 999 salariés;41.0;nan;nan
1499;755802105;;2017.0;500 à 999 salariés;41.0;SAINT-GOBAIN PAM;nan
1500;758501001;;2017.0;1 000 à 1 999 salariés;42.0;LEGRAND FRANCE;nan
1501;760800060;;2017.0;500 à 999 salariés;41.0;BACCARAT;150879000
1502;767800121;;2017.0;500 à 999 salariés;41.0;POLYCLINIQUE DE GENTILLY;nan
1503;775348501;;2017.0;500 à 999 salariés;41.0;nan;nan
1504;775424914;;2017.0;500 à 999 salariés;41.0;ROBERT BOSCH AUTOMOTIVE STEERING VENDOME;nan
1505;775544562;;2017.0;500 à 999 salariés;41.0;nan;nan
1506;775552003;;2017.0;500 à 999 salariés;41.0;nan;nan
1507;775558489;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1508;775567761;;2017.0;500 à 999 salariés;41.0;nan;nan
1509;775569726;;2017.0;500 à 999 salariés;41.0;nan;nan
1510;775577018;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1511;775590847;C.A.;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1512;775591076;;2017.0;500 à 999 salariés;41.0;nan;nan
1513;775591563;;2017.0;1 000 à 1 999 salariés;42.0;SOCIETE VITREENNE D'ABATTAGE JEAN ROZE;nan
1514;775602527;;2017.0;500 à 999 salariés;41.0;nan;nan
1515;775615313;;2017.0;500 à 999 salariés;41.0;nan;nan
1516;775616162;;2017.0;500 à 999 salariés;41.0;nan;nan
1517;775630445;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1518;775633308;;2017.0;500 à 999 salariés;41.0;nan;nan
1519;775642069;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1520;775657612;;2017.0;500 à 999 salariés;41.0;nan;nan
1521;775658354;;2017.0;500 à 999 salariés;41.0;nan;nan
1522;775661390;;2017.0;500 à 999 salariés;41.0;FNAC DARTY PARTICIPATIONS ET SERVICES;nan
1523;775661796;;2017.0;500 à 999 salariés;41.0;nan;nan
1524;775662257;SANOFI WINTHROP INDUSTRIE;2017.0;1 000 à 1 999 salariés;42.0;SANOFI WINTHROP INDUSTRIE;nan
1525;775663438;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1526;775664873;;2017.0;500 à 999 salariés;41.0;BOUYGUES ENERGIES & SERVICES;nan
1527;775665433;;2017.0;500 à 999 salariés;41.0;nan;nan
1528;775665599;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1529;775665615;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1530;775665631;;2017.0;500 à 999 salariés;41.0;nan;nan
1531;775665912;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1532;775670284;HSBC - HSBC PRIVATE BANKING;2017.0;2 000 à 4 999 salariés;51.0;HSBC FRANCE;nan
1533;775671258;;2017.0;500 à 999 salariés;41.0;nan;nan
1534;775672272;;2017.0;500 à 999 salariés;41.0;nan;nan
1535;775675739;;2017.0;500 à 999 salariés;41.0;nan;nan
1536;775678980;;2017.0;500 à 999 salariés;41.0;DELPHI CONNECTION SYSTEMS FRANCE;nan
1537;775682990;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1538;775684897;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1539;775685019;;2017.0;5 000 à 9 999 salariés;52.0;nan;nan
1540;775685340;;2017.0;500 à 999 salariés;41.0;nan;nan
1541;775685399;;2017.0;500 à 999 salariés;41.0;nan;nan
1542;775688229;;2017.0;500 à 999 salariés;41.0;nan;nan
1543;775690621;;2017.0;5 000 à 9 999 salariés;52.0;BUREAU VERITAS;9591000000
1544;775694995;;2017.0;500 à 999 salariés;41.0;ZODIAC AERO ELECTRIC;nan
1545;775700198;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1546;775701477;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1547;775709702;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1548;775715592;;2017.0;500 à 999 salariés;41.0;OCEALIA;575447000
1549;775718216;;2017.0;500 à 999 salariés;41.0;nan;nan
1550;775722879;;2017.0;500 à 999 salariés;41.0;nan;nan
1551;775726417;;2017.0;2 000 à 4 999 salariés;51.0;KPMG S.A;1072430000
1552;775729155;;2017.0;1 000 à 1 999 salariés;42.0;IFP ENERGIES NOUVELLES;1243100000
1553;775733835;;2017.0;500 à 999 salariés;41.0;M.A.J.;nan
1554;775741101;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1555;775761067;;2017.0;500 à 999 salariés;41.0;nan;nan
1556;776056467;;2017.0;500 à 999 salariés;41.0;nan;nan
1557;776179335;;2017.0;500 à 999 salariés;41.0;nan;nan
1558;776221467;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1559;776283202;;2017.0;500 à 999 salariés;41.0;nan;nan
1560;776916207;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1561;776926370;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1562;776938599;;2017.0;500 à 999 salariés;41.0;nan;nan
1563;776983546;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1564;777380783;;2017.0;500 à 999 salariés;41.0;nan;nan
1565;777456179;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1566;777629288;;2017.0;500 à 999 salariés;41.0;nan;nan
1567;777863820;;2017.0;500 à 999 salariés;41.0;nan;nan
1568;777903816;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1569;778073387;;2017.0;500 à 999 salariés;41.0;nan;nan
1570;778127613;;2017.0;1 000 à 1 999 salariés;42.0;STELIA AEROSPACE;nan
1571;778134601;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1572;778137877;;2017.0;500 à 999 salariés;41.0;HOPITAL PRIVE JEAN MERMOZ;nan
1573;778204271;;2017.0;500 à 999 salariés;41.0;nan;nan
1574;778596502;;2017.0;500 à 999 salariés;41.0;nan;nan
1575;778853309;;2017.0;500 à 999 salariés;41.0;nan;nan
1576;778950550;;2017.0;500 à 999 salariés;41.0;nan;nan
1577;778971424;;2017.0;500 à 999 salariés;41.0;nan;nan
1578;779213867;;2017.0;500 à 999 salariés;41.0;nan;nan
1579;779311448;;2017.0;500 à 999 salariés;41.0;nan;nan
1580;779456367;;2017.0;500 à 999 salariés;41.0;nan;nan
1581;779555887;;2017.0;500 à 999 salariés;41.0;nan;nan
1582;779838366;;2017.0;500 à 999 salariés;41.0;nan;nan
1583;779868728;;2017.0;500 à 999 salariés;41.0;nan;nan
1584;779924133;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1585;780043295;;2017.0;500 à 999 salariés;41.0;nan;nan
1586;780129987;;2017.0;10 000 salariés et plus;53.0;RENAULT S.A.S;nan
1587;780254975;;2017.0;500 à 999 salariés;41.0;nan;nan
1588;780503918;;2017.0;500 à 999 salariés;41.0;nan;nan
1589;780864948;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1590;780874392;;2017.0;500 à 999 salariés;41.0;nan;nan
1591;780901559;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1592;781065396;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1593;781112891;;2017.0;500 à 999 salariés;41.0;nan;nan
1594;781446521;;2017.0;500 à 999 salariés;41.0;POUJOULAT;440016000
1595;781452511;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1596;781622782;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1597;781669601;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1598;781831714;;2017.0;500 à 999 salariés;41.0;nan;nan
1599;781903521;;2017.0;500 à 999 salariés;41.0;nan;nan
1600;782021307;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1601;782596589;;2017.0;500 à 999 salariés;41.0;nan;nan
1602;782825558;;2017.0;500 à 999 salariés;41.0;nan;nan
1603;782855696;;2017.0;500 à 999 salariés;41.0;nan;nan
1604;782879951;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1605;782921233;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1606;783336068;;2017.0;500 à 999 salariés;41.0;nan;nan
1607;783441140;;2017.0;500 à 999 salariés;41.0;nan;nan
1608;783697345;;2017.0;500 à 999 salariés;41.0;nan;nan
1609;783712912;;2017.0;500 à 999 salariés;41.0;nan;nan
1610;784257164;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1611;784396079;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1612;784543480;;2017.0;500 à 999 salariés;41.0;nan;nan
1613;784608416;;2017.0;500 à 999 salariés;41.0;nan;nan
1614;784670630;;2017.0;500 à 999 salariés;41.0;nan;nan
1615;784714008;;2017.0;500 à 999 salariés;41.0;nan;nan
1616;784778029;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1617;784824153;;2017.0;1 000 à 1 999 salariés;42.0;MAZARS;404841000
1618;785304031;CLAAS TRACTOR SAS;2017.0;500 à 999 salariés;41.0;CLAAS TRACTOR SAS;nan
1619;785423773;;2017.0;500 à 999 salariés;41.0;nan;nan
1620;785433814;;2017.0;1 000 à 1 999 salariés;42.0;SOGEPARK;nan
1621;785447467;;2017.0;500 à 999 salariés;41.0;nan;nan
1622;785665126;;2017.0;500 à 999 salariés;41.0;nan;nan
1623;785769555;;2017.0;500 à 999 salariés;41.0;nan;nan
1624;786920306;;2017.0;500 à 999 salariés;41.0;CORA;nan
1625;788182954;;2017.0;500 à 999 salariés;41.0;AUBRET;nan
1626;788213825;SERIS SECURITY;2017.0;1 000 à 1 999 salariés;42.0;SERIS SECURITY;nan
1627;788214963;;2017.0;500 à 999 salariés;41.0;nan;nan
1628;789139789;DATS;2017.0;500 à 999 salariés;41.0;nan;nan
1629;789216702;;2017.0;500 à 999 salariés;41.0;MARKEM-IMAJE INDUSTRIES;nan
1630;789237641;;2017.0;500 à 999 salariés;41.0;nan;nan
1631;789515160;;2017.0;500 à 999 salariés;41.0;nan;nan
1632;789823580;;2017.0;500 à 999 salariés;41.0;L'HOPITAL PRIVE DU CONFLUENT;nan
1633;790151716;;2017.0;500 à 999 salariés;41.0;nan;nan
1634;790858294;PRIMARK FRANCE;2017.0;500 à 999 salariés;41.0;PRIMARK FRANCE SAS;nan
1635;791079858;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1636;791747819;;2017.0;500 à 999 salariés;41.0;nan;nan
1637;791866890;ING WHOLESALE BANKING;2017.0;500 à 999 salariés;41.0;nan;nan
1638;793618828;;2017.0;500 à 999 salariés;41.0;ASPEN NOTRE DAME DE BONDEVILLE;nan
1639;794030213;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1640;795275262;;2017.0;500 à 999 salariés;41.0;nan;nan
1641;797080850;;2017.0;1 000 à 1 999 salariés;42.0;"SOCIETE ANONYME DES EAUX MINERALES D EVIAN ET EN ABRÉGÉ ""S.A";nan
1642;797904968;;2017.0;500 à 999 salariés;41.0;SAMSIC SURETE AEROPORTUAIRE;nan
1643;798233011;;2017.0;500 à 999 salariés;41.0;BASIC FIT II;nan
1644;799687454;;2017.0;500 à 999 salariés;41.0;nan;nan
1645;800543431;;2017.0;500 à 999 salariés;41.0;POLYCLINIQUE DU PARC;nan
1646;801672791;;2017.0;500 à 999 salariés;41.0;VERESCENCE FRANCE;nan
1647;802485920;;2017.0;500 à 999 salariés;41.0;nan;nan
1648;803247956;;2017.0;500 à 999 salariés;41.0;UPSA SAS;nan
1649;803733625;;2017.0;500 à 999 salariés;41.0;ATALIAN PROPRETE PACA;nan
1650;803744507;;2017.0;500 à 999 salariés;41.0;ATALIAN PROPRETE RHONE ALPES;nan
1651;803769827;;2017.0;500 à 999 salariés;41.0;FERRERO FRANCE COMMERCIALE;nan
1652;804834711;PORT BOULOGNE CALAIS;2017.0;500 à 999 salariés;41.0;SOCIETE D EXPLOITATION DES PORTS DU DETROIT (SEPD);nan
1653;805020740;;2017.0;500 à 999 salariés;41.0;SOPRA STERIA INFRASTRUCTURE & SECURITY SERVICES;nan
1654;806420360;;2017.0;500 à 999 salariés;41.0;EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET L'INDUSTRIE (ETAI);nan
1655;807641360;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1656;808227052;;2017.0;2 000 à 4 999 salariés;51.0;KEOLIS BORDEAUX METROPOLE;nan
1657;808234801;;2017.0;500 à 999 salariés;41.0;MONDELEZ FRANCE SAS;nan
1658;808332670;;2017.0;500 à 999 salariés;41.0;SNCF;33311000000
1659;811847243;;2017.0;500 à 999 salariés;41.0;PHILIPS FRANCE COMMERCIAL;nan
1660;812986289;;2017.0;500 à 999 salariés;41.0;nan;nan
1661;813755949;LYON METROPOLE HABITAT;2017.0;500 à 999 salariés;41.0;nan;nan
1662;815243852;CORSICA LINEA;2017.0;500 à 999 salariés;41.0;CORSICA LINEA;nan
1663;815371661;;2017.0;500 à 999 salariés;41.0;KEOLIS DIJON MOBILITÉS;nan
1664;817439524;;2017.0;500 à 999 salariés;41.0;ORANO PROJETS;nan
1665;818336638;;2017.0;500 à 999 salariés;41.0;nan;nan
1666;819779406;;2017.0;500 à 999 salariés;41.0;ENTERPRISE SERVICES FRANCE SAS;nan
1667;821649084;;2017.0;500 à 999 salariés;41.0;nan;nan
1668;822947636;;2017.0;500 à 999 salariés;41.0;X-FAB FRANCE;nan
1669;824455679;;2017.0;500 à 999 salariés;41.0;nan;nan
1670;845420280;;2017.0;500 à 999 salariés;41.0;FORGES DE BOLOGNE;nan
1671;847150133;;2017.0;500 à 999 salariés;41.0;CLINIQUE DU PONT DE CHAUME;nan
1672;854800745;;2017.0;500 à 999 salariés;41.0;AXIMA CONCEPT;nan
1673;855200507;;2017.0;10 000 salariés et plus;53.0;MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN;nan
1674;857200521;EDEC CSP - EPL;2017.0;500 à 999 salariés;41.0;CENTRE SPECIALITES PHARMACEUTIQUES;nan
1675;857500227;;2017.0;500 à 999 salariés;41.0;nan;nan
1676;857800692;;2017.0;500 à 999 salariés;41.0;nan;nan
1677;857802508;;2017.0;1 000 à 1 999 salariés;42.0;MANITOU BF;1883580000
1678;867800427;;2017.0;2 000 à 4 999 salariés;51.0;SYSTEME U OUEST;nan
1679;870800299;;2017.0;500 à 999 salariés;41.0;nan;nan
1680;872803390;SIGMA - SIGMA INFORMATIQUE;2017.0;500 à 999 salariés;41.0;SIGMA INFORMATIQUE;nan
1681;876580077;;2017.0;500 à 999 salariés;41.0;nan;nan
1682;886080282;;2017.0;500 à 999 salariés;41.0;nan;nan
1683;916920697;;2017.0;500 à 999 salariés;41.0;nan;nan
1684;925520108;;2017.0;500 à 999 salariés;41.0;BREZILLON;nan
1685;927250217;;2017.0;1 000 à 1 999 salariés;42.0;B.A.I. BRETAGNE ANGLETERRE IRLANDE;444190000
1686;937080414;;2017.0;500 à 999 salariés;41.0;RAJA;nan
1687;945551018;;2017.0;500 à 999 salariés;41.0;nan;nan
1688;945752137;;2017.0;1 000 à 1 999 salariés;42.0;CLEMESSY SA;nan
1689;946750650;;2017.0;500 à 999 salariés;41.0;nan;nan
1690;950308783;;2017.0;500 à 999 salariés;41.0;LA PROFESSIONNELLE DU NETTOYAGE;nan
