project_denomination;paragraph_id;page_nb;paragraph;x_group;y_min_paragraph;y_max_paragraph
casino;1509;62;Développer l’action des fondations et les partenariats de solidarité de proximité en ressources naturelles;0;168;209
casino;1510;62;(1) Donnée 2018 hors Groupe Monoprix et Codim. Taux de couverture des recharges en fluides frigoririfiques en mètre carré de surface de vente : 85 % en 2018 contre 80 % en 2017. Les facteurs d’émissions intégrés au calcul des émissions 2018 ont été actualisés. (2) Les facteurs d’émissions intégrés au calcul des émissions 2018 ont été actualisés. (3) Donnée 2018 hors Codim. Taux de couverture des consommations d’eau en mètre carré de surface de vente : 77 % en 2018 contre 64 % en 2017. (4) Donnée 2018 hors Disco Devoto et Naturalia. Taux de couverture des déchets valorisés en mètre carré de surfaces de vente : 87 % en 2018 contre 66 % en 2017. (5) Donnée 2018 hors Naturalia, Disco Devoto et Libertad. Taux de couverture de la donnée en mètre carré de surface de vente : 85 % en 2018 contre 61 % en 2017.;0;77;147
casino;1511;62;242 GROUPE CASINO;0;20;31
casino;1512;62;"2018 Var. vs. N-1.
";3;717;729
casino;1513;62;220 060 - 0,9 %;3;690;700
casino;1514;62;53 %;3;676;687
casino;1515;62;38,9 % + 0,9 point;3;663;673
casino;1516;62;8 134 + 11 %;3;649;660
casino;1517;62;+ 0,4 point 3,7 %;3;626;636
casino;1518;62;- 0,1 point 38,5 %;3;613;623
casino;1519;62;+ 17 % 8 532;3;599;609
casino;1520;62;+ 4 % 4 554 603;3;586;596
casino;1521;62;21,0 + 6 %;3;572;582
casino;1522;62;16,7 - 2,1 points;3;559;569
casino;1523;62;- 0,12 0,67 point;3;535;556
casino;1524;62;- 0,6 point 4,3 %;3;522;532
casino;1525;62;30 017 + 18 %;3;495;505
casino;1526;62;20 826 + 27 %;3;482;492
casino;1527;62;21 911 + 18 %;3;432;442
casino;1528;62;1 042 + 18 %;3;409;419
casino;1529;62;195,8 + 1,9 %;3;372;382
casino;1530;62;49,3 - 24 %;3;349;359
casino;1531;62;3 130 765 -1 %;3;325;335
casino;1532;62;566 -1 %;3;312;322
casino;1533;62;106 700 - 0,7 %;3;298;308
casino;1534;62;1 487 + 18 %;3;285;295
casino;1535;62;205 565 + 11 %;3;261;272
casino;1536;62;148 640 + 13 %;3;248;258
casino;1537;62;44,5 % - 10,3 points;3;225;245
casino;1538;62;86 455 + 11 %;3;198;208
casino;1539;62;43 821 + 18 %;3;184;194
casino;1540;62;101 221 - 1 %;3;161;171
casino;1541;62;Indicateurs;1;717;727
casino;1542;62;Effectif inscrit au 31/12;1;690;700
casino;1543;62;% des femmes dans l’effectif;1;676;687
casino;1544;62;% des femmes Cadres;1;663;673
casino;1545;62;Nombre de personnes déclarées handicapées au 31/12 (CDI, CDD);1;639;660
casino;1546;62;Part des effectifs déclarés handicapés sur l’effectif total;1;626;636
casino;1547;62;Part des effectifs < 30 ans;1;613;623
casino;1548;62;Nombre d’alternants / apprentis au 31/12;1;599;609
casino;1549;62;Nombre total d’heures de formation;1;586;596
casino;1550;62;Nombre d’heures de formation/personne;1;572;582
casino;1551;62;Taux de fréquence des accidents du travail;1;559;569
casino;1552;62;Taux de gravité des accidents du travail;1;545;556
casino;1553;62;Taux d’absentéisme pour accidents du travail et maladies;1;522;532
casino;1554;62;Nombre de produits responsables certifiés;1;495;505
casino;1555;62;Nombre de produits alimentaires issus de l’agriculture biologique (produits Marques Propres et Marques Nationales);1;472;492
casino;1556;62;Dons des magasins et entrepôts (ramasse) (en tonnes);1;432;442
casino;1557;62;Nombre d’audits sociaux ICS menés par le Groupe;1;409;419
casino;1558;62;Émissions GES liées aux fluides frigorifiques par mètre carré de surface de vente (KgeqCO2/m²) (1);1;362;382
casino;1559;62;Émissions GES liées à la consommation d’électricité par mètre carré de surface de vente (KgeqCO2/m²) (2);1;339;359
casino;1560;62;Électricité totale consommée (MWh);1;325;335
casino;1561;62;Électricité par mètre carré de surface de vente (kWh/m2);1;312;322
casino;1562;62;Électricité renouvelable produite (MWh);1;298;308
casino;1563;62;Consommation d’eau par mètre carré de surface de vente (l/m2) (3);1;275;295
casino;1564;62;Dont masse de cartons valorisés (tonnes);1;248;258
casino;1565;62;Taux de valorisation des déchets (dons alimentaires exclus) (5);1;235;245
casino;1566;62;Montant versé au titre de la solidarité (dons et fondations) (K€);1;198;208
casino;1567;62;Dons de marchandises alimentaires en équivalent repas (en milliers de repas);1;174;194
casino;1568;62;Nombre de personnes bénéficiaires des actions des fondations ou partenariats de solidarité;1;151;171
casino;1569;62;2016 2017;2;717;727
casino;1570;62;223 211 221 956;2;690;700
casino;1571;62;53 % 53 %;2;676;687
casino;1572;62;37,1 % 38,0 %;2;663;673
casino;1573;62;7 035 7 331;2;649;660
casino;1574;62;3,2 % 3,3 %;2;626;636
casino;1575;62;39,0 % 38,6 %;2;613;623
casino;1576;62;6 964 7 313;2;599;609
casino;1577;62;4 027 000 4 365 924;2;586;596
casino;1578;62;18,2 19,8;2;572;582
casino;1579;62;16,1 18,8;2;559;569
casino;1580;62;0,79;2;545;556
casino;1581;62;4,9 %;2;522;532
casino;1582;62;18 617 25 338;2;495;505
casino;1583;62;13 092 16 344;2;482;492
casino;1584;62;15 394 18 612;2;432;442
casino;1585;62;349 885;2;409;419
casino;1586;62;190,9 192,1;2;372;382
casino;1587;62;65,5 65,0;2;349;359
casino;1588;62;3 241 027 3 176 789;2;325;335
casino;1589;62;569 572;2;312;322
casino;1590;62;90 500 107 500;2;298;308
casino;1591;62;1341 1 258;2;285;295
casino;1592;62;217 036 185 392;2;261;272
casino;1593;62;155 111 131 928;2;248;258
casino;1594;62;45,0 % 54,8 %;2;235;245
casino;1595;62;74 191 77 959;2;198;208
casino;1596;62;30 788 37 224;2;184;194
casino;1597;62;95 911 102 413;2;161;171
casino;1598;63;"DOCUMENT DE RÉFÉRENCE 2018 3 RESPONSABILITÉ SOCIALE D’ENTREPRISE (RSE).
";2;777;817
casino;1599;63;Le présent chapitre 3, le chapitre 1 et le chapitre 4.3 intègrent les informations de la déclaration de performance extra- financière et afin d’en faciliter la lecture, une table de concordance présentée ci-contre permet d’identifier ces informations.;2;650;704
casino;1600;63;ET DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE (DPEF);1;765;777
casino;1601;63;Chapitre 1, Présentation du groupe Casino, Section 1.4 Modèle d’affaires du groupe Casino;1;564;584
casino;1602;63;Section 3.2.2, Description des principaux risques et enjeux extra-financiers et méthodologie d’identification suivie;1;517;547
casino;1603;63;Section 4.3., Principaux facteurs de risques : Risques liés aux ressources humaines, Risques liés à la qualité, conformité et sécurité des produits (4.3.1 III);1;463;503
casino;1604;63;Section 4.3., Principaux facteurs de risques : Risques liés au changement climatique (4.3.1 VIII) Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017) / Cartographie des risques;1;400;460
casino;1605;63;Section 4.3., Principaux facteurs de risques : Risques liés à la chaîne d’approvisionnement et aux engagements éthiques pris par le Groupe (4.3.1 IV);1;356;396
casino;1606;63;Section 4.3., Principaux facteurs de risques : Risques liés à la conformité aux lois et réglementations (loi Sapin II) (4.3.2 I) Lutte contre l'évasion fiscale;1;313;353
casino;1607;63;Section 3.5.1. Le groupe Casino, un employeur engagé / cf. paragraphe 3.5.1.3. Section 3.5.3 Le groupe Casino, un commerçant responsable / cf. paragraphe 3.5.3.1. Indicateurs de performance Groupe;1;246;296
casino;1608;63;Section 3.5.4 Le groupe Casino, un acteur engagé en faveur de l’environnement / cf. paragraphe 3.5.4.5. Indicateurs de performance Groupe;1;202;243
casino;1609;63;Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017) Indicateurs de performance Groupe;1;169;199
casino;1610;63;Section 3.4 Ethique et Conformité / cf. paragraphes 3.4.1. à 3.4.5 Lutte contre l'évasion fiscale;1;136;166
casino;1611;63;Ensemble des engagements présenté au sein du Chapitre 3, Responsabilité Sociale d’Entreprise et DPEF;1;89;119
casino;1612;63;Paragraphe 3.5.4.3 Préserver et réduire la consommation des ressources et agir en faveur de l’économie circulaire;1;55;85
casino;1613;63;"3.7. TABLE DE CONCORDANCE DPEF En application de l’article L. 225-102-1 du Code de.
 commerce, la société est tenue d’établir au titre de l’exercice 2018 une déclaration consolidée de performance extra- financière (DPEF). Cette déclaration doit comprendre les informations concernant la manière dont la Société prend en compte les conséquences sociales, environnementales et sociétales de son activité.";0;628;752
casino;1614;63;"DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE - ARTICLES L.225-102-1 ET R.225-105 DU CODE DE COMMERCE Modèle d’affaires.
";0;588;612
casino;1615;63;Présentation du modèle d’affaires;0;574;584
casino;1616;63;Principaux risques RSE;0;551;560
casino;1617;63;Description des principaux risques et enjeux extra-financiers et méthodologie d’identification suivie;0;517;547
casino;1618;63;Social/sociétal;0;493;503
casino;1619;63;Environnemental;0;450;460
casino;1620;63;Droits de l’homme;0;386;396
casino;1621;63;Lutte contre la corruption / Lutte contre l’évasion fiscale;0;333;353
casino;1622;63;Politiques, résultats et indicateurs clés;0;300;310
casino;1623;63;Social/sociétal;0;286;296
casino;1624;63;Environnemental;0;232;243
casino;1625;63;Droits de l’homme;0;189;199
casino;1626;63;Lutte contre la corruption / Lutte contre l’évasion fiscale;0;146;166
casino;1627;63;Informations et Engagements;0;123;132
casino;1628;63;Engagement sociétaux en faveur du développement durable;0;99;119
casino;1629;63;Engagements sociétaux en faveur de l’économie circulaire;0;65;85
casino;1630;63;Pages 13 à 15;3;564;574
casino;1631;63;Pages 184 à 187;3;507;517
casino;1632;63;Page 274;3;483;493
casino;1633;63;Page 272;3;463;473
casino;1634;63;Page 274;3;430;440
casino;1635;63;Page 218;3;400;410
casino;1636;63;Pages 272 et 273;3;356;366
casino;1637;63;Page 276 Page 187;3;313;333
casino;1638;63;Pages 202 à 208;3;276;286
casino;1639;63;Pages 212 et 213 Page 242;3;246;266
casino;1640;63;Pages 238 à 240 Page 242;3;202;223
casino;1641;63;Pages 216 à 228 Page 242;3;169;189
casino;1642;63;Pages 191 à 193 Page 187;3;136;156
casino;1643;63;Pages 181 à 240;3;89;99
casino;1644;63;Pages 234 à 236;3;55;65
casino;1645;63;"243 GROUPE CASINO.
";3;20;31
casino;1646;64;DOCUMENT DE RÉFÉRENCE 2018;0;797;806
casino;1647;64;RESPONSABILITÉ SOCIALE D’ENTREPRISE (RSE) ET DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE (DPEF);0;765;789
casino;1648;64;Respect du bien-être animal;0;731;741
casino;1649;64;Lutte contre le gaspillage et contre la précarité alimentaire;0;708;728
casino;1650;64;Respect d’une alimentation responsable équitable et durable;0;664;684
casino;1651;64;Accord collectifs et impacts sur la performance de l’entreprise ainsi que sur les conditions de travail des salariés;0;631;661
casino;1652;64;Lutte contre les discriminations, promotion des diversités et mesures prises en faveur des handicapés;0;597;628
casino;1653;64;Informations sociales;0;584;594
casino;1654;64;Emploi;0;571;582
casino;1655;64;L’effectif total et la répartition des salariés par sexe, par âge et par zone géographique;0;547;567
casino;1656;64;Les embauches et les licenciements;0;534;544
casino;1657;64;Les rémunérations et leur évolution;0;510;520
casino;1658;64;Organisation du travail;0;478;488
casino;1659;64;L’organisation du temps de travail;0;463;473
casino;1660;64;L’absentéisme;0;440;450
casino;1661;64;Santé et sécurité;0;417;428
casino;1662;64;Les conditions de santé et de sécurité au travail;0;403;413
casino;1663;64;Les accidents du travail, notamment leur fréquence et leur gravité, ainsi que les maladies professionnelles;0;359;390
casino;1664;64;Relations sociales;0;347;358
casino;1665;64;L’organisation du dialogue social, notamment les procédures d’information et de consultation du personnel et de négociation avec celui-ci;0;313;343
casino;1666;64;Le bilan des accords collectifs;0;299;309
casino;1667;64;Formation;0;277;287
casino;1668;64;Les politiques mises en œuvre en matière de formation;0;252;272
casino;1669;64;Le nombre total d’heures de formation;0;239;249
casino;1670;64;Égalité de traitement;0;216;227
casino;1671;64;Mesures prises en faveur de l’égalité entre les femmes et les hommes;0;192;212
casino;1672;64;Mesures prises en faveur de l’emploi et de l’insertion des personnes handicapées;0;168;189
casino;1673;64;Mesures prises en faveur de la lutte contre les discriminations;0;135;155
casino;1674;64;Informations environnementales;0;122;132
casino;1675;64;Politique générale en matière environnementale;0;109;120
casino;1676;64;L’organisation de la Société pour prendre en compte les questions environnementales et, le cas échéant, les démarches d’évaluation ou de certification en matière d’environnement;0;65;105
casino;1677;64;244 GROUPE CASINO;0;20;31
casino;1678;64;Paragraphe 3.5.3.5. Veiller au bien-être animal;1;731;741
casino;1679;64;Paragraphe 3.5.2.1. Soutenir l’aide alimentaire, Paragraphe 3.5.4.3. Préserver et réduire la consommation des ressources et agir en faveur de l’économie circulaire;1;688;728
casino;1680;64;Section 3.5.3. Le groupe Casino, un commerçant responsable / cf. paragraphes 3.5.3.2. à 3.5.3.5.;1;664;684
casino;1681;64;Paragraphe 3.5.1.3. Offrir un environnement favorable à l’épanouissement des collaborateurs;1;631;661
casino;1682;64;Section 3.5.1 Le groupe Casino, un employeur engagé / cf. paragraphes 3.5.1.1.1. et 3.5.1.1.2.;1;607;628
casino;1683;64;Section 3.5.1. Le groupe Casino, un employeur engagé;1;547;567
casino;1684;64;Section 3.5.1. Le groupe Casino, un employeur engagé;1;524;544
casino;1685;64;Paragraphe 3.5.1.3.3. Rémunérer les collaborateurs pour développer la performance individuelle, collective et RSE;1;490;520
casino;1686;64;Section 3.5.1. Le groupe Casino, un employeur engagé;1;453;473
casino;1687;64;Section 3.5.1. Le groupe Casino, un employeur engagé;1;430;450
casino;1688;64;Paragraphe 3.5.1.3.6. Agir pour la santé, la sécurité et le bien-être au travail;1;393;413
casino;1689;64;Section 3.5.1. Le groupe Casino, un employeur engagé;1;369;390
casino;1690;64;Paragraphe 3.5.1.3.1. Favoriser le dialogue social;1;323;343
casino;1691;64;Paragraphe 3.5.1.3.1. Favoriser le dialogue social;1;289;309
casino;1692;64;Paragraphe 3.5.1.3.8. Former les collaborateurs pour développer l’employabilité;1;252;272
casino;1693;64;Paragraphe 3.5.1.3.8. Former les collaborateurs pour développer l’employabilité;1;229;249
casino;1694;64;Paragraphe 3.5.1.2. Agir en faveur de l’égalité professionnalle entre les femmes et les hommes;1;192;212
casino;1695;64;Paragraphe 3.5.1.1.2. Agir en faveur de l’insertion et du maintien dans l’emploi des travailleurs handicapés;1;158;189
casino;1696;64;Paragraphe 3.5.1.1.1. Lutter contre les discriminations et les stéréotypes;1;135;155
casino;1697;64;Paragraphe 3.5.4.1. La politique environnementale;1;85;105
casino;1698;64;Pages 228 à 230;3;731;741
casino;1699;64;Page 209;3;718;728
casino;1700;64;Pages 234 à 236;3;688;698
casino;1701;64;Pages 213 à 230;3;664;674
casino;1702;64;Pages 202 à 208;3;631;641
casino;1703;64;Pages 196 à 199;3;607;618
casino;1704;64;Pages 195, 242;3;547;557
casino;1705;64;Page 195;3;524;534
casino;1706;64;Page 203 à 205;3;490;500
casino;1707;64;Pages 195, 206;3;453;463
casino;1708;64;Pages 207, 242;3;430;440
casino;1709;64;Pages 205 à 207;3;393;403
casino;1710;64;Pages 207, 242;3;369;380
casino;1711;64;Pages 202-203;3;323;333
casino;1712;64;Page 202;3;289;299
casino;1713;64;Pages 207-208, 242;3;252;262
casino;1714;64;Pages 208, 242;3;229;239
casino;1715;64;Pages 200-202, 242;3;192;202
casino;1716;64;Pages 198-199, 242;3;158;169
casino;1717;64;Pages 196-198;3;135;145
casino;1718;64;Pages 230-231;3;85;95
casino;1719;65;"DOCUMENT DE RÉFÉRENCE 2018 3 RESPONSABILITÉ SOCIALE D’ENTREPRISE (RSE).
";2;777;817
casino;1720;65;ET DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE (DPEF);1;765;777
casino;1721;65;Section 3.5.4. Le groupe Casino, un acteur engagé en faveur de l’environnement;1;721;741
casino;1722;65;Paragraphe 3.5.4.2. Stratégie bas-carbone du groupe Casino pour lutter contre les dérèglements climatiques;1;621;651
casino;1723;65;Paragraphe 3.5.4.3. Réduire, trier et valoriser les déchets;1;537;557
casino;1724;65;Paragraphe 3.5.4.4. Lutter contre le gaspillage alimentaire;1;504;524
casino;1725;65;Paragraphe 3.5.4.3.2. Maîtriser les consommations d’eau;1;467;487
casino;1726;65;Paragraphe 3.5.4.5. Encourager une consommation plus respectueuse de la biodiversité;1;433;464
casino;1727;65;Paragraphe 3.5.4.3.1. Réduire les consommations d’énergie et agir en faveur des énergies renouvelables;1;400;430
casino;1728;65;Paragraphe 3.5.4.2. Stratégie bas-carbone du groupe Casino pour lutter contre les dérèglements climatiques;1;340;370
casino;1729;65;Paragraphe 3.5.4.2.4. Adaptation au changement climatique;1;306;326
casino;1730;65;Paragraphe 3.5.4.2. Stratégie bas-carbone du groupe Casino pour lutter contre les dérèglements climatiques;1;273;303
casino;1731;65;Paragraphe 3.5.4.5. Encourager une consommation plus respectueuse de la biodiversité;1;216;246
casino;1732;65;Section 3.3. Dialogue avec les parties prenantes;1;175;186
casino;1733;65;Section 3.3. Dialogue avec les parties prenantes;1;152;162
casino;1734;65;Section 3.3. Dialogue avec les parties prenantes;1;129;139
casino;1735;65;Section 3.5.2. Le groupe Casino, un acteur local solidaire;1;85;105
casino;1736;65;Les moyens consacrés à la prévention des risques environnementaux et des pollutions;0;721;741
casino;1737;65;Le montant des provisions et garanties pour risques en matière d’environnement, sous réserve que cette information ne soit pas de nature à causer un préjudice sérieux à la Société dans un litige en cours non concerné;0;668;718
casino;1738;65;Pollution;0;655;666
casino;1739;65;Les mesures de prévention, de réduction ou de réparation de rejets dans l’air, l’eau et le sol affectant gravement l’environnement;0;621;651
casino;1740;65;La prise en compte des nuisances sonores et de toute autre forme de pollution spécifique à une activité;0;587;618
casino;1741;65;Économie circulaire;0;575;586
casino;1742;65;(i) Prévention et gestion des déchets;0;561;571
casino;1743;65;Mesures de prévention, de recyclage, de réutilisation, d’autres formes de valorisation et d’élimination des déchets;0;527;557
casino;1744;65;Actions de lutte contre le gaspillage alimentaire;0;514;524
casino;1745;65;(ii) Utilisation durable des ressources;0;490;501
casino;1746;65;La consommation d’eau et l’approvisionnement en eau en fonction des contraintes locales;0;467;487
casino;1747;65;La consommation de matières premières et les mesures prises pour améliorer l’efficacité de leur utilisation;0;433;464
casino;1748;65;La consommation d’énergie, les mesures prises pour améliorer l’efficacité énergétique et le recours aux énergies renouvelables;0;400;430
casino;1749;65;L’utilisation des sols;0;386;397
casino;1750;65;Changement climatique;0;374;385
casino;1751;65;Les postes significatifs d’émissions de gaz à effet de serre générés du fait de l’activité de la société, notamment par l’usage des biens et services qu’elle produit;0;330;370
casino;1752;65;Les mesures prises pour l’adaptation aux conséquences du changement climatique;0;306;326
casino;1753;65;Les objectifs de réduction fixés volontairement à moyen et long terme pour réduire les émissions de gaz à effet de serre et les moyens mis en œuvre à cet effet;0;263;303
casino;1754;65;Protection de la biodiversité;0;250;261
casino;1755;65;Les mesures prises pour développer la biodiversité;0;226;246
casino;1756;65;Informations relatives aux engagements sociétaux;0;203;213
casino;1757;65;Engagements sociétaux en faveur du développement durable;0;190;201
casino;1758;65;Impact de l’activité de la société en matière d’emploi et de développement local;0;165;186
casino;1759;65;Impact de l’activité de la société sur les populations riveraines ou locales;0;142;162
casino;1760;65;Les relations entretenues avec les parties prenantes et les modalités du dialogue avec celles-ci;0;109;139
casino;1761;65;Les actions de partenariat ou de mécénat;0;95;105
casino;1762;65;Pages 230-240;3;721;731
casino;1763;65;Pages 231-233, 242;3;621;631
casino;1764;65;Page 235, 242;3;537;547
casino;1765;65;Page 237, 242;3;504;514
casino;1766;65;Page 235, 242;3;467;477
casino;1767;65;Pages 238-240, 242;3;433;444
casino;1768;65;Page 234, 242;3;400;410
casino;1769;65;Pages 231-233, 242;3;340;350
casino;1770;65;Page 233;3;306;316
casino;1771;65;Pages 231-233, 242;3;273;283
casino;1772;65;Pages 238-240, 242;3;216;226
casino;1773;65;Pages 188-191, 211;3;175;186
casino;1774;65;Pages 188-191, 211;3;152;162
casino;1775;65;Pages 188-191;3;129;139
casino;1776;65;Pages 208-212, 242;3;85;95
casino;1777;65;"245 GROUPE CASINO.
";3;20;31
casino;1778;66;DOCUMENT DE RÉFÉRENCE 2018;0;797;806
casino;1779;66;RESPONSABILITÉ SOCIALE D’ENTREPRISE (RSE) ET DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE (DPEF);0;765;789
casino;1780;66;Sous-traitance et fournisseurs;0;732;743
casino;1781;66;La prise en compte dans la politique d’achat des enjeux sociaux et environnementaux;0;708;728
casino;1782;66;La prise en compte dans les relations avec les fournisseurs et les sous-traitants de leur responsabilité sociale et environnementale;0;644;674
casino;1783;66;Loyauté des pratiques;0;632;643
casino;1784;66;Les actions engagées pour prévenir la corruption;0;607;628
casino;1785;66;Les mesures prises en faveur de la santé et de la sécurité des consommateurs;0;584;604
casino;1786;66;Promotion et respect des stipulations des conventions fondamentales de l’OIT relatives :;0;561;581
casino;1787;66;(cid:131) Au respect de la liberté d’association et du droit de négociation collective;0;537;557
casino;1788;66;(cid:131) À l’élimination des discriminations en matière d’emploi et de profession;0;464;484
casino;1789;66;(cid:131) À l’élimination du travail forcé ou obligatoire;0;400;410
casino;1790;66;(cid:131) À l’abolition effective du travail des enfants;0;347;357
casino;1791;66;Droits de l’Homme;0;294;305
casino;1792;66;Actions engagées en faveur des droits de l’Homme;0;270;290
casino;1793;66;Note méthodologique;0;207;217
casino;1794;66;Avis sur la conformité et la sincérité des informations;0;170;180
casino;1795;66;246 GROUPE CASINO;0;20;31
casino;1796;66;Paragraphe 3.5.3.3. Contrôler et améliorer les impacts sociaux et environnementaux de la chaîne d’approvisionnement et Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017);1;678;728
casino;1797;66;Section 3.3. Dialogue avec les parties prenantes;1;664;674
casino;1798;66;Section 3.4 Ethique et Conformité;1;617;628
casino;1799;66;Section 3.5.3. Le groupe Casino, un commerçant responsable / Paragraphes 3.5.3.1. et 3.5.3.2.;1;584;604
casino;1800;66;Section 3.1. Principes d’actions et gouvernance RSE, Paragraphe 3.5.1.3.1. Favoriser le dialogue social, Paragraphe 3.5.3.3 Contrôler et améliorer les impacts sociaux et environnementaux de la chaîne d’approvisionnement;1;487;557
casino;1801;66;Paragraphe 3.5.1.1.1. Lutter contre les discriminations et les stéréotypes, Paragraphe 3.5.3.3. Contrôler et améliorer les impacts sociaux et environnementaux de la chaîne d’approvisionnement et Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017);1;414;484
casino;1802;66;Paragraphe 3.5.3.3. Contrôler et améliorer les impacts sociaux et environnementaux de la chaîne d’approvisionnement et Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017);1;360;410
casino;1803;66;Paragraphe 3.5.3.3. Contrôler et améliorer les impacts sociaux et environnementaux de la chaîne d’approvisionnement et Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017);1;307;357
casino;1804;66;Section 3.1. Principes d’actions et gouvernance RSE, Paragraphe 3.5.3.3. Contrôler et améliorer les impacts sociaux et environnementaux de la chaîne d’approvisionnement et Paragraphe 3.5.3.4 Plan de vigilance (Loi du 27 mars 2017);1;220;290
casino;1805;66;Section 3.9 Méthodologie de reporting des indicateurs extra-financiers;1;183;203
casino;1806;66;Section 3.10. Rapport de l’organisme tiers indépendant sur la déclaration consolidée de performance extra-financière figurant dans le rapport de gestion;1;126;166
casino;1807;66;Pages 215-229;3;678;688
casino;1808;66;Page 189;3;664;674
casino;1809;66;Pages 191-194;3;617;628
casino;1810;66;Pages 212-215;3;584;594
casino;1811;66;Page 182;3;547;557
casino;1812;66;Page 202;3;517;527
casino;1813;66;Pages 215 - 216;3;487;497
casino;1814;66;Pages 196 à 198;3;464;474
casino;1815;66;Pages 215 à 229;3;414;424
casino;1816;66;Pages 215-229;3;360;370
casino;1817;66;Pages 215-229;3;307;317
casino;1818;66;Pages 182 à 184;3;270;280
casino;1819;66;Pages 215 à 229;3;220;230
casino;1820;66;Pages 250 à 252;3;183;193
casino;1821;66;Pages 253 à 255;3;126;136
casino;1822;67;"DOCUMENT DE RÉFÉRENCE 2018 3 RESPONSABILITÉ SOCIALE D’ENTREPRISE (RSE).
";2;777;817
casino;1823;67;Nos engagements Nos actions;2;655;675
casino;1824;67;3.5.1.1 / 3.5.1.2.;2;642;652
casino;1825;67;3.5.1.1.3. / 3.5.2.3.;2;598;608
casino;1826;67;3.5.1.3. / 3.5.1.3.7.;2;534;545
casino;1827;67;3.5.1.3. / 3.5.1.3.6.;2;481;492
casino;1828;67;3.5.3.2.;2;408;418
casino;1829;67;3.5.3.2. / 3.5.4.3. / 3.5.4.5.;2;315;325
casino;1830;67;3.5.4.4.;2;252;262
casino;1831;67;3.5.3.3. / 3.5.3.4.;2;208;218
casino;1832;67;3.5.3. / 3.5.3.5.;2;164;174
casino;1833;67;3.3.3.;2;119;129
casino;1834;67;ET DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE (DPEF);1;765;777
casino;1835;67;Objectifs de Développement Durable;1;655;675
casino;1836;67;"3.8. TABLES DE CORRESPONDANCE ODD – GRI 3.8.1. Objectifs de Développement Durable - ODD.
";0;687;752
casino;1837;67;Nos 15 axes prioritaires;0;655;665
casino;1838;67;"Promouvoir la diversité (cid:131) Lutter contre les discriminations.
 (cid:131) Agir en faveur de l’emploi des travailleurs handicapés (cid:131) Agir en faveur de l’égalité femme hommes";0;612;654
casino;1839;67;"Faciliter l’insertion professionnelle des jeunes (cid:131) Développer l’alternance et l’accès à une première.
 expérience professionnelle (cid:131) Faciliter l’orientation et l’insertion des élèves (cid:131) Déployer des programmes en faveur des jeunes issus des milieux défavorisés";0;548;609
casino;1840;67;"Favoriser l’évolution des collaborateurs (cid:131) Rémunérer les collaborateurs pour développer.
 la performance individuelle, collective et RSE (cid:131) Former les collaborateurs pour développer l’employabilité (cid:131) Accompagner les évolutions de l’entreprise";0;495;546
casino;1841;67;"Agir pour la santé et le bien-être au travail (cid:131) Favoriser le dialogue social.
 (cid:131) Déployer des actions de prévention des risques professionnels (cid:131) Améliorer les conditions de vie au travail (cid:131) Mettre en œuvre des actions relatives aux enjeux de santé publique";0;422;493
casino;1842;67;"Agir pour la santé des consommateurs (cid:131) Améliorer le profil nutritionnel et la composition.
 des produits à marque propre (cid:131) Développer des gammes de produits spécifiques (cid:131) Proposer des produits et des modes de production plus respectueux de la santé (cid:131) Informer le consommateur sur le profil nutritionnel des produits (cid:131) Promouvoir des modes de consommation équilibrée";0;329;420
casino;1843;67;"Encourager une consommation respectueuse de l’environnement et de la biodiversité (cid:131) Soutenir l’agriculture biologique et les bonnes pratiques.
 agricoles (cid:131) Réduire l’impact des emballages (cid:131) Sensibiliser les clients à la consommation responsable";0;265;327
casino;1844;67;"Lutter contre le gaspillage alimentaire (cid:131) Sensibiliser les clients et les collaborateurs.
 (cid:131) Développer de nouveaux concepts d’achat et de produits";0;232;264
casino;1845;67;Renforcer la démarche d’éthique sociale et déployer le plan de vigilance dans la chaîne d’approvisionnement;0;199;219
casino;1846;67;"Soutenir les filières de production locale (cid:131) Développer des partenariats de filières de long terme.
 (cid:131) Promouvoir les produits locaux";0;144;175
casino;1847;67;"Favoriser les démarches RSE des fournisseurs (cid:131) Entretenir des relations de proximité.
 (cid:131) Évaluer la performance RSE et environnementale";0;100;131
casino;1848;67;"247 GROUPE CASINO.
";3;20;31
casino;1849;68;DOCUMENT DE RÉFÉRENCE 2018;0;797;806
casino;1850;68;RESPONSABILITÉ SOCIALE D’ENTREPRISE (RSE) ET DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE (DPEF);0;765;789
casino;1851;68;Nos 15 axes prioritaires;0;722;732
